Ordinance,Pool,Meter,Year,nrows,MFStart,MfEnd,MFLength,WTCStart,WTCEnd,WTCLength,Distance,DistanceFromEdge,Co_WTC,Co_MF,Co,1,2,3,4,5,ClayAvg,Clay %
WE,1,11,2021,7,NA,NA,NA,NA,NA,NA,11.3,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.36
WE,1,11,2021,7,NA,NA,NA,NA,NA,NA,11.1,10.5,NA,NA,NA,79,84,88,81,68,80,80
WE,1,11,2021,7,NA,NA,NA,NA,NA,NA,11.5,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.72
WE,1,11,2021,7,NA,NA,NA,NA,NA,NA,11.7,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.08
WE,1,11,2021,7,NA,NA,NA,NA,NA,NA,11.9,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.44
WE,1,11,2019,2,NA,NA,NA,NA,NA,NA,11.3,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.36
WE,1,11,2019,2,NA,NA,NA,NA,NA,NA,11.1,10.5,NA,NA,NA,79,84,88,81,68,80,80
WE,1,11,2019,2,NA,NA,NA,NA,NA,NA,11.5,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.72
WE,1,11,2019,2,NA,NA,NA,NA,NA,NA,11.7,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.08
WE,1,11,2019,2,NA,NA,NA,NA,NA,NA,11.9,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.44
WE,1,12,2018,9,103,117,14,NA,NA,NA,12.1,9.5,NA,0,0,75,76,74,81,78,76.8,76.8
WE,1,12,2018,9,103,117,14,NA,NA,NA,12.9,8.7,NA,0,0,NA,NA,NA,NA,NA,NA,72.96
WE,1,12,2018,9,103,117,14,NA,NA,NA,12.3,9.3,NA,0,0,NA,NA,NA,NA,NA,NA,75.84
WE,1,12,2018,9,103,117,14,NA,NA,NA,12.5,9.1,NA,0,0,NA,NA,NA,NA,NA,NA,74.88
WE,1,12,2018,9,103,117,14,NA,NA,NA,12.7,8.9,NA,0,0,NA,NA,NA,NA,NA,NA,73.92
WE,1,12,2020,6,78,107,29,71,71,0,12.1,9.5,1,1,1,75,76,74,81,78,76.8,76.8
WE,1,12,2020,6,78,107,29,71,71,0,12.9,8.7,1,1,1,NA,NA,NA,NA,NA,NA,72.96
WE,1,12,2020,6,78,107,29,71,71,0,12.3,9.3,1,1,1,NA,NA,NA,NA,NA,NA,75.84
WE,1,12,2020,6,78,107,29,71,71,0,12.5,9.1,1,1,1,NA,NA,NA,NA,NA,NA,74.88
WE,1,12,2020,6,78,107,29,71,71,0,12.7,8.9,1,1,1,NA,NA,NA,NA,NA,NA,73.92
WE,1,12,2019,2,NA,NA,NA,NA,NA,NA,12.1,9.5,NA,NA,NA,75,76,74,81,78,76.8,76.8
WE,1,12,2019,2,NA,NA,NA,NA,NA,NA,12.9,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.96
WE,1,12,2019,2,NA,NA,NA,NA,NA,NA,12.3,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.84
WE,1,12,2019,2,NA,NA,NA,NA,NA,NA,12.5,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.88
WE,1,12,2019,2,NA,NA,NA,NA,NA,NA,12.7,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.92
WE,1,12,2021,7,61,61,0,NA,NA,NA,12.1,9.5,NA,0,0,75,76,74,81,78,76.8,76.8
WE,1,12,2021,7,61,61,0,NA,NA,NA,12.9,8.7,NA,0,0,NA,NA,NA,NA,NA,NA,72.96
WE,1,12,2021,7,61,61,0,NA,NA,NA,12.3,9.3,NA,0,0,NA,NA,NA,NA,NA,NA,75.84
WE,1,12,2021,7,61,61,0,NA,NA,NA,12.5,9.1,NA,0,0,NA,NA,NA,NA,NA,NA,74.88
WE,1,12,2021,7,61,61,0,NA,NA,NA,12.7,8.9,NA,0,0,NA,NA,NA,NA,NA,NA,73.92
WE,1,13,2020,6,58,107,49,71,71,0,13.1,8.5,1,1,1,67,69,78,72,74,72,72
WE,1,13,2020,6,58,107,49,71,71,0,13.9,7.7,1,1,1,NA,NA,NA,NA,NA,NA,69.6
WE,1,13,2020,6,58,107,49,71,71,0,13.3,8.3,1,1,1,NA,NA,NA,NA,NA,NA,71.4
WE,1,13,2020,6,58,107,49,71,71,0,13.5,8.1,1,1,1,NA,NA,NA,NA,NA,NA,70.8
WE,1,13,2020,6,58,107,49,71,71,0,13.7,7.9,1,1,1,NA,NA,NA,NA,NA,NA,70.2
WE,1,13,2019,2,NA,NA,NA,NA,NA,NA,13.1,8.5,NA,NA,NA,67,69,78,72,74,72,72
WE,1,13,2019,2,NA,NA,NA,NA,NA,NA,13.9,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.6
WE,1,13,2019,2,NA,NA,NA,NA,NA,NA,13.3,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.4
WE,1,13,2019,2,NA,NA,NA,NA,NA,NA,13.5,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.8
WE,1,13,2019,2,NA,NA,NA,NA,NA,NA,13.7,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.2
WE,1,13,2018,9,96,117,21,NA,NA,NA,13.1,8.5,NA,0,0,67,69,78,72,74,72,72
WE,1,13,2018,9,96,117,21,NA,NA,NA,13.9,7.7,NA,0,0,NA,NA,NA,NA,NA,NA,69.6
WE,1,13,2018,9,96,117,21,NA,NA,NA,13.3,8.3,NA,0,0,NA,NA,NA,NA,NA,NA,71.4
WE,1,13,2018,9,96,117,21,NA,NA,NA,13.5,8.1,NA,0,0,NA,NA,NA,NA,NA,NA,70.8
WE,1,13,2018,9,96,117,21,NA,NA,NA,13.7,7.9,NA,0,0,NA,NA,NA,NA,NA,NA,70.2
WE,1,13,2021,7,61,95,34,NA,NA,NA,13.1,8.5,NA,0,0,67,69,78,72,74,72,72
WE,1,13,2021,7,61,95,34,NA,NA,NA,13.9,7.7,NA,0,0,NA,NA,NA,NA,NA,NA,69.6
WE,1,13,2021,7,61,95,34,NA,NA,NA,13.3,8.3,NA,0,0,NA,NA,NA,NA,NA,NA,71.4
WE,1,13,2021,7,61,95,34,NA,NA,NA,13.5,8.1,NA,0,0,NA,NA,NA,NA,NA,NA,70.8
WE,1,13,2021,7,61,95,34,NA,NA,NA,13.7,7.9,NA,0,0,NA,NA,NA,NA,NA,NA,70.2
WE,1,14,2020,6,71,78,7,58,78,20,14.7,6.9,1,1,1,NA,NA,NA,NA,NA,NA,65.64
WE,1,14,2020,6,71,78,7,58,78,20,14.1,7.5,1,1,1,58,67,69,73,78,69,69
WE,1,14,2020,6,71,78,7,58,78,20,14.3,7.3,1,1,1,NA,NA,NA,NA,NA,NA,67.88
WE,1,14,2020,6,71,78,7,58,78,20,14.5,7.1,1,1,1,NA,NA,NA,NA,NA,NA,66.76
WE,1,14,2020,6,71,78,7,58,78,20,14.9,6.7,1,1,1,NA,NA,NA,NA,NA,NA,64.52
WE,1,14,2021,7,61,95,34,NA,NA,NA,14.7,6.9,NA,0,0,NA,NA,NA,NA,NA,NA,65.64
WE,1,14,2021,7,61,95,34,NA,NA,NA,14.1,7.5,NA,0,0,58,67,69,73,78,69,69
WE,1,14,2021,7,61,95,34,NA,NA,NA,14.3,7.3,NA,0,0,NA,NA,NA,NA,NA,NA,67.88
WE,1,14,2021,7,61,95,34,NA,NA,NA,14.5,7.1,NA,0,0,NA,NA,NA,NA,NA,NA,66.76
WE,1,14,2021,7,61,95,34,NA,NA,NA,14.9,6.7,NA,0,0,NA,NA,NA,NA,NA,NA,64.52
WE,1,14,2019,2,NA,NA,NA,NA,NA,NA,14.7,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.64
WE,1,14,2019,2,NA,NA,NA,NA,NA,NA,14.1,7.5,NA,NA,NA,58,67,69,73,78,69,69
WE,1,14,2019,2,NA,NA,NA,NA,NA,NA,14.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.88
WE,1,14,2019,2,NA,NA,NA,NA,NA,NA,14.5,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.76
WE,1,14,2019,2,NA,NA,NA,NA,NA,NA,14.9,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.52
WE,1,14,2018,9,103,117,14,NA,NA,NA,14.7,6.9,NA,0,0,NA,NA,NA,NA,NA,NA,65.64
WE,1,14,2018,9,103,117,14,NA,NA,NA,14.1,7.5,NA,0,0,58,67,69,73,78,69,69
WE,1,14,2018,9,103,117,14,NA,NA,NA,14.3,7.3,NA,0,0,NA,NA,NA,NA,NA,NA,67.88
WE,1,14,2018,9,103,117,14,NA,NA,NA,14.5,7.1,NA,0,0,NA,NA,NA,NA,NA,NA,66.76
WE,1,14,2018,9,103,117,14,NA,NA,NA,14.9,6.7,NA,0,0,NA,NA,NA,NA,NA,NA,64.52
WE,1,15,2018,9,103,117,14,NA,NA,NA,15.3,6.3,NA,0,0,NA,NA,NA,NA,NA,NA,62.84
WE,1,15,2018,9,103,117,14,NA,NA,NA,15.5,6.1,NA,0,0,NA,NA,NA,NA,NA,NA,62.28
WE,1,15,2018,9,103,117,14,NA,NA,NA,15.7,5.9,NA,0,0,NA,NA,NA,NA,NA,NA,61.72
WE,1,15,2018,9,103,117,14,NA,NA,NA,15.1,6.5,NA,0,0,64,58,59,67,69,63.4,63.4
WE,1,15,2018,9,103,117,14,NA,NA,NA,15.9,5.7,NA,0,0,NA,NA,NA,NA,NA,NA,61.16
WE,1,15,2020,6,58,107,49,64,78,14,15.3,6.3,1,1,1,NA,NA,NA,NA,NA,NA,62.84
WE,1,15,2020,6,58,107,49,64,78,14,15.5,6.1,1,1,1,NA,NA,NA,NA,NA,NA,62.28
WE,1,15,2020,6,58,107,49,64,78,14,15.7,5.9,1,1,1,NA,NA,NA,NA,NA,NA,61.72
WE,1,15,2020,6,58,107,49,64,78,14,15.1,6.5,1,1,1,64,58,59,67,69,63.4,63.4
WE,1,15,2020,6,58,107,49,64,78,14,15.9,5.7,1,1,1,NA,NA,NA,NA,NA,NA,61.16
WE,1,15,2019,2,NA,NA,NA,NA,NA,NA,15.3,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.84
WE,1,15,2019,2,NA,NA,NA,NA,NA,NA,15.5,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.28
WE,1,15,2019,2,NA,NA,NA,NA,NA,NA,15.7,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.72
WE,1,15,2019,2,NA,NA,NA,NA,NA,NA,15.1,6.5,NA,NA,NA,64,58,59,67,69,63.4,63.4
WE,1,15,2019,2,NA,NA,NA,NA,NA,NA,15.9,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.16
WE,1,15,2021,7,75,81,6,61,61,0,15.3,6.3,1,1,1,NA,NA,NA,NA,NA,NA,62.84
WE,1,15,2021,7,75,81,6,61,61,0,15.5,6.1,1,1,1,NA,NA,NA,NA,NA,NA,62.28
WE,1,15,2021,7,75,81,6,61,61,0,15.7,5.9,1,1,1,NA,NA,NA,NA,NA,NA,61.72
WE,1,15,2021,7,75,81,6,61,61,0,15.1,6.5,1,1,1,64,58,59,67,69,63.4,63.4
WE,1,15,2021,7,75,81,6,61,61,0,15.9,5.7,1,1,1,NA,NA,NA,NA,NA,NA,61.16
WE,1,16,2018,9,103,117,14,NA,NA,NA,16.1,5.5,NA,0,0,57,59,59,63,65,60.6,60.6
WE,1,16,2018,9,103,117,14,NA,NA,NA,16.3,5.3,NA,0,0,NA,NA,NA,NA,NA,NA,60.44
WE,1,16,2018,9,103,117,14,NA,NA,NA,16.5,5.1,NA,0,0,NA,NA,NA,NA,NA,NA,60.28
WE,1,16,2018,9,103,117,14,NA,NA,NA,16.9,4.7,NA,0,0,NA,NA,NA,NA,NA,NA,59.96
WE,1,16,2018,9,103,117,14,NA,NA,NA,16.7,4.9,NA,0,0,NA,NA,NA,NA,NA,NA,60.12
WE,1,16,2020,6,58,98,40,64,98,34,16.1,5.5,1,1,1,57,59,59,63,65,60.6,60.6
WE,1,16,2020,6,58,98,40,64,98,34,16.3,5.3,1,1,1,NA,NA,NA,NA,NA,NA,60.44
WE,1,16,2020,6,58,98,40,64,98,34,16.5,5.1,1,1,1,NA,NA,NA,NA,NA,NA,60.28
WE,1,16,2020,6,58,98,40,64,98,34,16.9,4.7,1,1,1,NA,NA,NA,NA,NA,NA,59.96
WE,1,16,2020,6,58,98,40,64,98,34,16.7,4.9,1,1,1,NA,NA,NA,NA,NA,NA,60.12
WE,1,16,2019,2,102,102,0,NA,NA,NA,16.1,5.5,NA,0,0,57,59,59,63,65,60.6,60.6
WE,1,16,2019,2,102,102,0,NA,NA,NA,16.3,5.3,NA,0,0,NA,NA,NA,NA,NA,NA,60.44
WE,1,16,2019,2,102,102,0,NA,NA,NA,16.5,5.1,NA,0,0,NA,NA,NA,NA,NA,NA,60.28
WE,1,16,2019,2,102,102,0,NA,NA,NA,16.9,4.7,NA,0,0,NA,NA,NA,NA,NA,NA,59.96
WE,1,16,2019,2,102,102,0,NA,NA,NA,16.7,4.9,NA,0,0,NA,NA,NA,NA,NA,NA,60.12
WE,1,16,2021,7,75,103,28,NA,NA,NA,16.1,5.5,NA,0,0,57,59,59,63,65,60.6,60.6
WE,1,16,2021,7,75,103,28,NA,NA,NA,16.3,5.3,NA,0,0,NA,NA,NA,NA,NA,NA,60.44
WE,1,16,2021,7,75,103,28,NA,NA,NA,16.5,5.1,NA,0,0,NA,NA,NA,NA,NA,NA,60.28
WE,1,16,2021,7,75,103,28,NA,NA,NA,16.9,4.7,NA,0,0,NA,NA,NA,NA,NA,NA,59.96
WE,1,16,2021,7,75,103,28,NA,NA,NA,16.7,4.9,NA,0,0,NA,NA,NA,NA,NA,NA,60.12
WE,1,17,2018,9,103,117,14,110,117,7,17.1,4.5,1,1,1,61,62,67,56,53,59.8,59.8
WE,1,17,2018,9,103,117,14,110,117,7,17.3,4.3,1,1,1,NA,NA,NA,NA,NA,NA,54.12
WE,1,17,2018,9,103,117,14,110,117,7,17.9,3.7,1,1,1,NA,NA,NA,NA,NA,NA,37.08
WE,1,17,2018,9,103,117,14,110,117,7,17.7,3.9,1,1,1,NA,NA,NA,NA,NA,NA,42.76
WE,1,17,2018,9,103,117,14,110,117,7,17.5,4.1,1,1,1,NA,NA,NA,NA,NA,NA,48.44
WE,1,17,2020,4,71,71,0,64,78,14,17.1,4.5,1,1,1,61,62,67,56,53,59.8,59.8
WE,1,17,2020,4,71,71,0,64,78,14,17.3,4.3,1,1,1,NA,NA,NA,NA,NA,NA,54.12
WE,1,17,2020,4,71,71,0,64,78,14,17.9,3.7,1,1,1,NA,NA,NA,NA,NA,NA,37.08
WE,1,17,2020,4,71,71,0,64,78,14,17.7,3.9,1,1,1,NA,NA,NA,NA,NA,NA,42.76
WE,1,17,2020,4,71,71,0,64,78,14,17.5,4.1,1,1,1,NA,NA,NA,NA,NA,NA,48.44
WE,1,17,2019,2,102,102,0,NA,NA,NA,17.1,4.5,NA,0,0,61,62,67,56,53,59.8,59.8
WE,1,17,2019,2,102,102,0,NA,NA,NA,17.3,4.3,NA,0,0,NA,NA,NA,NA,NA,NA,54.12
WE,1,17,2019,2,102,102,0,NA,NA,NA,17.9,3.7,NA,0,0,NA,NA,NA,NA,NA,NA,37.08
WE,1,17,2019,2,102,102,0,NA,NA,NA,17.7,3.9,NA,0,0,NA,NA,NA,NA,NA,NA,42.76
WE,1,17,2019,2,102,102,0,NA,NA,NA,17.5,4.1,NA,0,0,NA,NA,NA,NA,NA,NA,48.44
WE,1,17,2021,7,68,95,27,75,81,6,17.1,4.5,1,1,1,61,62,67,56,53,59.8,59.8
WE,1,17,2021,7,68,95,27,75,81,6,17.3,4.3,1,1,1,NA,NA,NA,NA,NA,NA,54.12
WE,1,17,2021,7,68,95,27,75,81,6,17.9,3.7,1,1,1,NA,NA,NA,NA,NA,NA,37.08
WE,1,17,2021,7,68,95,27,75,81,6,17.7,3.9,1,1,1,NA,NA,NA,NA,NA,NA,42.76
WE,1,17,2021,7,68,95,27,75,81,6,17.5,4.1,1,1,1,NA,NA,NA,NA,NA,NA,48.44
WE,1,18,2020,4,NA,NA,NA,78,78,0,18.3,3.3,0,NA,0,NA,NA,NA,NA,NA,NA,30.44
WE,1,18,2020,4,NA,NA,NA,78,78,0,18.5,3.1,0,NA,0,NA,NA,NA,NA,NA,NA,29.48
WE,1,18,2020,4,NA,NA,NA,78,78,0,18.1,3.5,0,NA,0,35,31,29,27,35,31.4,31.4
WE,1,18,2020,4,NA,NA,NA,78,78,0,18.7,2.9,0,NA,0,NA,NA,NA,NA,NA,NA,28.52
WE,1,18,2020,4,NA,NA,NA,78,78,0,18.9,2.7,0,NA,0,NA,NA,NA,NA,NA,NA,27.56
WE,1,18,2019,2,NA,NA,NA,NA,NA,NA,18.3,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.44
WE,1,18,2019,2,NA,NA,NA,NA,NA,NA,18.5,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.48
WE,1,18,2019,2,NA,NA,NA,NA,NA,NA,18.1,3.5,NA,NA,NA,35,31,29,27,35,31.4,31.4
WE,1,18,2019,2,NA,NA,NA,NA,NA,NA,18.7,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.52
WE,1,18,2019,2,NA,NA,NA,NA,NA,NA,18.9,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.56
WE,1,18,2021,7,NA,NA,NA,68,81,13,18.3,3.3,0,NA,0,NA,NA,NA,NA,NA,NA,30.44
WE,1,18,2021,7,NA,NA,NA,68,81,13,18.5,3.1,0,NA,0,NA,NA,NA,NA,NA,NA,29.48
WE,1,18,2021,7,NA,NA,NA,68,81,13,18.1,3.5,0,NA,0,35,31,29,27,35,31.4,31.4
WE,1,18,2021,7,NA,NA,NA,68,81,13,18.7,2.9,0,NA,0,NA,NA,NA,NA,NA,NA,28.52
WE,1,18,2021,7,NA,NA,NA,68,81,13,18.9,2.7,0,NA,0,NA,NA,NA,NA,NA,NA,27.56
WE,1,18,2018,9,NA,NA,NA,110,117,7,18.3,3.3,0,NA,0,NA,NA,NA,NA,NA,NA,30.44
WE,1,18,2018,9,NA,NA,NA,110,117,7,18.5,3.1,0,NA,0,NA,NA,NA,NA,NA,NA,29.48
WE,1,18,2018,9,NA,NA,NA,110,117,7,18.1,3.5,0,NA,0,35,31,29,27,35,31.4,31.4
WE,1,18,2018,9,NA,NA,NA,110,117,7,18.7,2.9,0,NA,0,NA,NA,NA,NA,NA,NA,28.52
WE,1,18,2018,9,NA,NA,NA,110,117,7,18.9,2.7,0,NA,0,NA,NA,NA,NA,NA,NA,27.56
WE,1,19,2018,8,NA,NA,NA,110,117,7,19.1,2.5,0,NA,0,28,28,27,24,26,26.6,26.6
WE,1,19,2018,8,NA,NA,NA,110,117,7,19.3,2.3,0,NA,0,NA,NA,NA,NA,NA,NA,24.52
WE,1,19,2018,8,NA,NA,NA,110,117,7,19.9,1.7,0,NA,0,NA,NA,NA,NA,NA,NA,18.28
WE,1,19,2018,8,NA,NA,NA,110,117,7,19.5,2.1,0,NA,0,NA,NA,NA,NA,NA,NA,22.44
WE,1,19,2018,8,NA,NA,NA,110,117,7,19.7,1.9,0,NA,0,NA,NA,NA,NA,NA,NA,20.36
WE,1,19,2021,4,NA,NA,NA,75,81,6,19.1,2.5,0,NA,0,28,28,27,24,26,26.6,26.6
WE,1,19,2021,4,NA,NA,NA,75,81,6,19.3,2.3,0,NA,0,NA,NA,NA,NA,NA,NA,24.52
WE,1,19,2021,4,NA,NA,NA,75,81,6,19.9,1.7,0,NA,0,NA,NA,NA,NA,NA,NA,18.28
WE,1,19,2021,4,NA,NA,NA,75,81,6,19.5,2.1,0,NA,0,NA,NA,NA,NA,NA,NA,22.44
WE,1,19,2021,4,NA,NA,NA,75,81,6,19.7,1.9,0,NA,0,NA,NA,NA,NA,NA,NA,20.36
WE,1,2,2018,9,NA,NA,NA,110,124,14,2.1,2.1,0,NA,0,15,17,14,13,16,15,15
WE,1,2,2018,9,NA,NA,NA,110,124,14,2.5,2.5,0,NA,0,NA,NA,NA,NA,NA,NA,17.96
WE,1,2,2018,9,NA,NA,NA,110,124,14,2.7,2.7,0,NA,0,NA,NA,NA,NA,NA,NA,19.44
WE,1,2,2018,9,NA,NA,NA,110,124,14,2.9,2.9,0,NA,0,NA,NA,NA,NA,NA,NA,20.92
WE,1,2,2018,9,NA,NA,NA,110,124,14,2.3,2.3,0,NA,0,NA,NA,NA,NA,NA,NA,16.48
WE,1,2,2020,6,58,78,20,NA,NA,NA,2.1,2.1,NA,0,0,15,17,14,13,16,15,15
WE,1,2,2020,6,58,78,20,NA,NA,NA,2.5,2.5,NA,0,0,NA,NA,NA,NA,NA,NA,17.96
WE,1,2,2020,6,58,78,20,NA,NA,NA,2.7,2.7,NA,0,0,NA,NA,NA,NA,NA,NA,19.44
WE,1,2,2020,6,58,78,20,NA,NA,NA,2.9,2.9,NA,0,0,NA,NA,NA,NA,NA,NA,20.92
WE,1,2,2020,6,58,78,20,NA,NA,NA,2.3,2.3,NA,0,0,NA,NA,NA,NA,NA,NA,16.48
WE,1,2,2019,2,102,102,0,NA,NA,NA,2.1,2.1,NA,0,0,15,17,14,13,16,15,15
WE,1,2,2019,2,102,102,0,NA,NA,NA,2.5,2.5,NA,0,0,NA,NA,NA,NA,NA,NA,17.96
WE,1,2,2019,2,102,102,0,NA,NA,NA,2.7,2.7,NA,0,0,NA,NA,NA,NA,NA,NA,19.44
WE,1,2,2019,2,102,102,0,NA,NA,NA,2.9,2.9,NA,0,0,NA,NA,NA,NA,NA,NA,20.92
WE,1,2,2019,2,102,102,0,NA,NA,NA,2.3,2.3,NA,0,0,NA,NA,NA,NA,NA,NA,16.48
WE,1,2,2021,7,75,95,20,NA,NA,NA,2.1,2.1,NA,0,0,15,17,14,13,16,15,15
WE,1,2,2021,7,75,95,20,NA,NA,NA,2.5,2.5,NA,0,0,NA,NA,NA,NA,NA,NA,17.96
WE,1,2,2021,7,75,95,20,NA,NA,NA,2.7,2.7,NA,0,0,NA,NA,NA,NA,NA,NA,19.44
WE,1,2,2021,7,75,95,20,NA,NA,NA,2.9,2.9,NA,0,0,NA,NA,NA,NA,NA,NA,20.92
WE,1,2,2021,7,75,95,20,NA,NA,NA,2.3,2.3,NA,0,0,NA,NA,NA,NA,NA,NA,16.48
WE,1,20,2018,8,NA,NA,NA,110,117,7,20.1,1.5,0,NA,0,17,17,13,18,16,16.2,16.2
WE,1,20,2018,8,NA,NA,NA,110,117,7,20.7,0.9,0,NA,0,NA,NA,NA,NA,NA,NA,13.8
WE,1,20,2018,8,NA,NA,NA,110,117,7,20.9,0.7,0,NA,0,NA,NA,NA,NA,NA,NA,13
WE,1,20,2018,8,NA,NA,NA,110,117,7,20.3,1.3,0,NA,0,NA,NA,NA,NA,NA,NA,15.4
WE,1,20,2018,8,NA,NA,NA,110,117,7,20.5,1.1,0,NA,0,NA,NA,NA,NA,NA,NA,14.6
WE,1,20,2021,3,NA,NA,NA,NA,NA,NA,20.1,1.5,NA,NA,NA,17,17,13,18,16,16.2,16.2
WE,1,20,2021,3,NA,NA,NA,NA,NA,NA,20.7,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8
WE,1,20,2021,3,NA,NA,NA,NA,NA,NA,20.9,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
WE,1,20,2021,3,NA,NA,NA,NA,NA,NA,20.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4
WE,1,20,2021,3,NA,NA,NA,NA,NA,NA,20.5,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6
WE,1,21,2018,8,NA,NA,NA,117,117,0,21.1,0.5,0,NA,0,13,14,9,12,13,12.2,12.2
WE,1,21,2018,8,NA,NA,NA,117,117,0,21.3,0.3,0,NA,0,NA,NA,NA,NA,NA,NA,12.2
WE,1,21,2018,8,NA,NA,NA,117,117,0,21.5,0.1,0,NA,0,NA,NA,NA,NA,NA,NA,12.2
WE,1,3,2018,9,103,110,7,117,117,0,3.3,3.3,1,1,1,NA,NA,NA,NA,NA,NA,22.84
WE,1,3,2018,9,103,110,7,117,117,0,3.5,3.5,1,1,1,NA,NA,NA,NA,NA,NA,23.28
WE,1,3,2018,9,103,110,7,117,117,0,3.7,3.7,1,1,1,NA,NA,NA,NA,NA,NA,23.72
WE,1,3,2018,9,103,110,7,117,117,0,3.1,3.1,1,1,1,23,18,27,23,21,22.4,22.4
WE,1,3,2018,9,103,110,7,117,117,0,3.9,3.9,1,1,1,NA,NA,NA,NA,NA,NA,24.16
WE,1,3,2020,6,71,78,7,NA,NA,NA,3.3,3.3,NA,0,0,NA,NA,NA,NA,NA,NA,22.84
WE,1,3,2020,6,71,78,7,NA,NA,NA,3.5,3.5,NA,0,0,NA,NA,NA,NA,NA,NA,23.28
WE,1,3,2020,6,71,78,7,NA,NA,NA,3.7,3.7,NA,0,0,NA,NA,NA,NA,NA,NA,23.72
WE,1,3,2020,6,71,78,7,NA,NA,NA,3.1,3.1,NA,0,0,23,18,27,23,21,22.4,22.4
WE,1,3,2020,6,71,78,7,NA,NA,NA,3.9,3.9,NA,0,0,NA,NA,NA,NA,NA,NA,24.16
WE,1,3,2019,2,102,102,0,NA,NA,NA,3.3,3.3,NA,0,0,NA,NA,NA,NA,NA,NA,22.84
WE,1,3,2019,2,102,102,0,NA,NA,NA,3.5,3.5,NA,0,0,NA,NA,NA,NA,NA,NA,23.28
WE,1,3,2019,2,102,102,0,NA,NA,NA,3.7,3.7,NA,0,0,NA,NA,NA,NA,NA,NA,23.72
WE,1,3,2019,2,102,102,0,NA,NA,NA,3.1,3.1,NA,0,0,23,18,27,23,21,22.4,22.4
WE,1,3,2019,2,102,102,0,NA,NA,NA,3.9,3.9,NA,0,0,NA,NA,NA,NA,NA,NA,24.16
WE,1,3,2021,7,95,95,0,NA,NA,NA,3.3,3.3,NA,0,0,NA,NA,NA,NA,NA,NA,22.84
WE,1,3,2021,7,95,95,0,NA,NA,NA,3.5,3.5,NA,0,0,NA,NA,NA,NA,NA,NA,23.28
WE,1,3,2021,7,95,95,0,NA,NA,NA,3.7,3.7,NA,0,0,NA,NA,NA,NA,NA,NA,23.72
WE,1,3,2021,7,95,95,0,NA,NA,NA,3.1,3.1,NA,0,0,23,18,27,23,21,22.4,22.4
WE,1,3,2021,7,95,95,0,NA,NA,NA,3.9,3.9,NA,0,0,NA,NA,NA,NA,NA,NA,24.16
WE,1,4,2018,9,103,117,14,NA,NA,NA,4.3,4.3,NA,0,0,NA,NA,NA,NA,NA,NA,33.96
WE,1,4,2018,9,103,117,14,NA,NA,NA,4.5,4.5,NA,0,0,NA,NA,NA,NA,NA,NA,43.32
WE,1,4,2018,9,103,117,14,NA,NA,NA,4.7,4.7,NA,0,0,NA,NA,NA,NA,NA,NA,52.68
WE,1,4,2018,9,103,117,14,NA,NA,NA,4.9,4.9,NA,0,0,NA,NA,NA,NA,NA,NA,62.04
WE,1,4,2018,9,103,117,14,NA,NA,NA,4.1,4.1,NA,0,0,25,26,23,25,24,24.6,24.6
WE,1,4,2020,6,71,71,0,NA,NA,NA,4.3,4.3,NA,0,0,NA,NA,NA,NA,NA,NA,33.96
WE,1,4,2020,6,71,71,0,NA,NA,NA,4.5,4.5,NA,0,0,NA,NA,NA,NA,NA,NA,43.32
